Name,Url,Telephone,Longitude,Latitude,AddressRegion,AddressLocality,AddressCountry,Tags
Agharinagh Inspirational Gardens,http://www.griffinsgardencentre.ie,353217000000,-8.724551,51.912194,Cork,Dripsey,Ireland,"Gardens,Garden"
Geological Museum,https://trinitygeologicalmuseum.com/,+353(0)18961477,-6.261219,53.344479,Dublin,Dublin City Centre,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Carrickgollogan - Lead Mines Way - (Orange),https://www.coillte.ie/site/carrickgollogan/,,-6.162769,53.2216743,Dublin,,Ireland,"Walking,Natural Landscape"
Pebbles,https://www.lfs.net/pebbles/,3532828165,-9.545538,51.5267892,Cork,Schull,Ireland,"Craft,Shopping,Art Gallery"
Books@One,https://www.booksatone.ie/,3539866885,-9.8098762,53.7626494,Mayo,Louisburgh,Ireland,"Shopping,Shopping Centres and Department Store,Literary Ireland,Cafe,Food and Drink,Food Shops"
The Dower House Gardens,http://www.gardensofireland.org/directory/60/,35340440168,-6.0854301,53.0048178,Wicklow,,Ireland,"Gardens,Garden"
Dingle Oceanworld Aquarium,https://www.dingle-oceanworld.ie,353669000000,-10.278295,52.139904,Kerry,Dingle,Ireland,"Learning,Zoos and Aquarium,Cafe,Food and Drink,Food Shops,Shopping"
Timoleague Abbey,,,-8.7633213,51.643558,Cork,Timoleague,Ireland,Discovery Point
County Museum Dundalk,https://www.louthcoco.ie/en/contact/location_maps/dundalk/dundalk_museum.html,353429000000,-6.3971254,54.0046228,Louth,Dundalk,Ireland,"Historic Houses and Castle,Museums and Attraction,Venue,Music,Tour"
Rothe House,https://www.facebook.com/rothehouse,+353(0)567722893,-7.254715,52.65433,Kilkenny,Kilkenny City,Republic of Ireland,"Tracing Your Ancestors,Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping,Tour"
The People's Museum of Limerick,http://peoplesmuseum.ie,353871000000,-8.6299147,52.6582447,Limerick,Limerick City,Republic of Ireland,"Covid Safety Charter,Museums and Attraction"
Carrigogunnell Castle,http://www.megalithicireland.com/Carrigogunnell%20Castle.html,35361317522,-8.741821,52.646438,Limerick,Limerick City,Republic of Ireland,"Castle,Historic Houses and Castle"
James Mitchell Museum,https://www.nuigalway.ie/visitorsgeologymuseum,35391492126,-9.060126,53.278255,Galway,Galway City,Republic of Ireland,Museums and Attraction
Ballyhoura Mountain Bike Trail Network,http://www.visitballyhoura.com,+353(0)6391300,-8.469557294,52.35999943,Limerick,,Republic of Ireland,"Cycling,Forest Park,Park and Forest Walk,Walking,Natural Landscape,Venue,Sports Venues,Cafe,Food and Drink,Bike Rental,Tour"
Cloncannon Biofarm,https://www.facebook.com/cloncannonbiofarm,+353(0)879227957,-7.7984696,52.9551789,Tipperary,Moneygall,Ireland,"Covid Safety Charter,Agriculture,Nature and Wildlife,Learning,Visitor Farm,Tour"
Glebe Gardens,http://www.glebegardens.com,3532820579,-9.361088,51.484541,Cork,Baltimore,Ireland,"Walking,Gardens,Garden"
Coney Island,https://www.discoverireland.ie/sligo,+353(0)719161201,-8.583816376,54.29963565,Sligo,,Republic of Ireland,"Bird Watching,Nature and Wildlife,Walking,Island,Offshore Island,Food and Drink,Pubs and Bar"
Port na Feadóige (Gorteen Bay),,,-9.9544582,53.380887,Galway,Roundstone,Ireland,Discovery Point
Áras an Uachtaráin,http://www.president.ie/en,+353(0)16770095,-6.311431,53.361618,Dublin,Phoenix Park,Republic of Ireland,"Historic Houses and Castle,Gardens,Garden,Tour"
Drumcliffe Round Tower And High Cross,http://www.megalithicireland.com/High%20Cross%20Drumcliffe.htm,,-8.4959115,54.3262835,Sligo,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
The Steam Museum and Lodge Park Walled Garden,http://www.steam-museum.com,35316288412,-6.5991458,53.311618,Kildare,Straffan,Ireland,"Photography,Learning,Church Abbey,Monastery,Churches,Abbeys and Monastery,Gardens,Garden,Museums and Attraction,Shopping"
Burren Experience Guided Walks,http://www.mullaghmore-burren.com,353868000000,-9.062701254,52.94492049,Clare,Corofin,Ireland,"Learning,Walking,Activity Operator,National Park,National and Forest Park,Tour"
Kilree High Cross,http://www.megalithicireland.com/High%20Cross%20Kilree.htm,,-7.269554,52.5181956,Kilkenny,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dunmoe Castle,http://www.navanhistory.ie/index.php?page=dunmoe-castle-2,353875000000,-6.6373308,53.6739901,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Stephen Diggin's Studio Gallery,http://www.stephendigginart.com,353862000000,-7.419204,55.128796,Donegal,Buncrana,Ireland,"Craft,Shopping,Art Gallery"
Killarney Brewing Company,http://www.killarneybrewing.com,353647000000,-9.508380026,52.05767969,Kerry,Killarney,Ireland,"Covid Safety Charter,Museums and Attraction,Fast Food,Food and Drink,Restaurant,Pubs and Bar,Food Shops,Shopping,Tour"
Sliabh Beagh Adventures,https://sliabhbeaghadventures.ie,,-7.1294301,54.3056891,Monaghan,Knockatallon,Republic of Ireland,"Climbing,Activity Operator,Cycling,Walking,Natural Landscape"
Doe Castle,http://www.heritageireland.ie/en/north-west/doecastle,353873000000,-7.8645123,55.1352927,Donegal,,Ireland,"Castle,Historic Houses and Castle"
Cé Ailt an Chorráin (Burtonport Harbour),,,-8.4413892,54.983318,Donegal,Burtonport,Ireland,Embarkation Point
Tarbert House,http://www.kerrytourism.tarbert.ie/things-to-do/visit-tarbert-house,3536836198,-9.3689933,52.5796639,Kerry,Tarbert,Ireland,Historic Houses and Castle
Mick The Miller Monument,http://www.mickthemiller.com/,353852000000,-7.449883629,53.2139092,Offaly,Killeigh,Ireland,Public Sculpture
Kilbeggan Distillery Experience,https://www.kilbegganwhiskey.com/,353579000000,-7.5028197,53.3692952,Westmeath,Kilbeggan,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Learning,Museums and Attraction,Pubs and Bar,Food Trails and Tour,Tour"
Saint Brigid’s Shrine and Well Faughart,"http://www.megalithicireland.com/St%20Brigid's%20Shrine,%20Faughart.html",353429000000,-6.3973283,54.0529048,Louth,,Ireland,"Photography,Learning,Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Enniscorthy Castle,http://www.enniscorthycastle.ie,353539000000,-6.5672235,52.5014239,Wexford,Enniscorthy,Ireland,"Historic Houses and Castle,Castle,Tour"
Cork Courthouse,http://www.courts.ie/offices.nsf/bae2125da4ef043080256e45004d04f3/0a9a7f907f3e33fe80256e450050b94a?OpenDocument,353215000000,-8.4788107,51.89781,Cork,,Ireland,"Castle,Historic Houses and Castle"
Mescan Brewery Ltd,http://www.mescanbrewery.com,353868000000,-9.7282813,53.7471934,Mayo,,Ireland,"Food and Drink,Restaurant,Museums and Attraction,Artisan,Activity Operator,Tour"
Ballintubber Abbey and The Celtic Furrow,http://www.ballintubberabbey.ie,353949000000,-9.2827569,53.7567222,Mayo,Ballintubber,Ireland,"Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Island,Offshore Island,Museums and Attraction,Tour"
Ionad an Bhlascaoid Mhóir,,,-10.4618,52.133076,Kerry,Dingle Peninsula,Ireland,Discovery Point
Lisfanon Beach,,,-7.4785137,55.098802,Donegal,Buncrana,Ireland,Discovery Point
Powerscourt Distillery,https://powerscourtdistillery.com,35315065656,-6.1907835,53.1840515,Wicklow,Enniskerry,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Museums and Attraction,Food Trails and Tour,Tour"
Cappa  Pier,https://www.blueflag.global/show-site?siteId=6617,353657000000,-9.498815916,52.62831221,Clare,Kilrush,Republic of Ireland,"Bird Watching,Nature and Wildlife,Swimming,Swimming Pools and Water Park,Venue,Beach,Natural Landscape"
Knock Museum,http://www.knock-shrine.ie,353949000000,-8.917138508,53.79223738,Mayo,Knock,Republic of Ireland,"Museums and Attraction,Cafe,Food and Drink"
Ballyhack Castle,http://www.heritageireland.ie/en/south-east/ballyhackcastle,35351389468,-6.9673172,52.2459479,Wexford,Ballyhack,Ireland,"Historic Houses and Castle,Castle,Ruins,Tour"
Master McGrath Monument,https://www.buildingsofireland.ie/buildings-search/building/22903003/master-mcgrath-monument-ballymacmague-south-county-waterford,3535841741,-7.621652,52.088003,Waterford,Dungarvan,Republic of Ireland,"Historic Houses and Castle,Public Sculpture"
Lehinch Beach,,,-9.3479973,52.933547,Clare,,Ireland,Discovery Point
Connacht Whiskey Distillery,https://connachtwhiskey.com,3539674902,-9.1442603,54.1218785,Mayo,Belleek,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Learning,Museums and Attraction,Food Trails and Tour,Tour"
Crag Cave,http://www.cragcave.com,353667000000,-9.444364,52.247082,Kerry,Castleisland,Republic of Ireland,"Covid Safety Charter,Natural Landscape,Cafe,Food and Drink,Food Shops,Shopping,Tour"
I am of Ireland,https://www.iamofireland.ie/,353878000000,-7.836359,51.993495,Waterford,Clashmore,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Lakefield Gallery,http://achillbogwood.ie/,353878000000,-10.0787561,53.9832988,Mayo,,Ireland,"Craft,Shopping,Art Gallery"
Desmond Castle and  Wine Museum,https://heritageireland.ie/visit/places-to-visit/desmond-castle-kinsale/,353215000000,-8.5246615,51.7072605,Cork,Kinsale,Ireland,"Castle,Historic Houses and Castle,Museums and Attraction"
Tullow Museum,https://carlowtourism.com/tullow-museum-2,353872000000,-6.7378881,52.8022893,Carlow,,Ireland,"Learning,Tracing Your Ancestors,Museums and Attraction"
Johnstown Garden Centre,http://www.johnstowngardencentre.ie,35345879138,-6.623039,53.238098,Kildare,Johnstown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Croke Park Stadium,https://crokepark.ie/,35315821593,-6.252428,53.361245,Dublin,Dublin City,Republic of Ireland,"Restaurant,Gaa,Stadium,Sports Venue,Venue,Music,Sports Venues,Cafe,Food and Drink,Fast Food,Activity Operator,Food Shops,Shopping,Tour"
Spanish Armada Discovery Point,,,-9.8686168,53.867062,Mayo,,Ireland,Discovery Point
Highlanes Municipal Art Gallery,http://www.highlanes.ie,353420000000,-6.348471,53.7154352,Louth,Drogheda,Ireland,"Covid Safety Charter,Craft,Shopping,Learning,Historic Houses and Castle,Art Gallery,Church Abbey,Monastery,Churches,Abbeys and Monastery,Cafe,Food and Drink,Local Produce,Restaurant,Tour"
Carrowmore Megalithic Cemetery,http://www.heritageireland.ie/en/north-west/carrowmoremegalithiccemetery,353719000000,-8.5197194,54.2507095,Sligo,Carrowmore,Ireland,"Learning,Museums and Attraction"
Wolfe Tone,http://www.talkingstatuesdublin.ie/statues/wolfe-tone/,,-6.255943265,53.33839461,Dublin,,Ireland,"Public Sculpture,Talking Statue"
Poet's Cottage,http://www.laois.ie/departments/heritage/laois-heritage-trail/poets-cottage,,-7.5924095,53.0048261,Laois,,Ireland,Museums and Attraction
Aasleagh Falls,,,-9.672464,53.618081,Mayo,Delphi,Ireland,Discovery Point
Joyce Country Sheepdogs,http://www.joycecountrysheepdogs.ie,353950000000,-9.5719669,53.5793462,Galway,Clonbur,Ireland,Visitor Farm
Designyard,https://www.designyard.com,35314741011,-6.256404,53.34224,Dublin,Dublin,Ireland,"Craft,Shopping,Shopping Centres and Department Store,Art Gallery,Food Shops"
Cappoquin House,https://www.cappoquinhouseandgardens.com,353877000000,-7.8503399,52.1494507,Waterford,Cappoquin,Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Tour"
Ardmore Beach ,https://www.blueflag.global/show-site?siteId=17012,,-7.722236,51.952063,Waterford,Ardmore,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Natural Landscape"
National Museum of Ireland - Natural History,http://www.museum.ie,+353(0)16777444,-6.25336,53.339844,Dublin,,Republic of Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Food Shops,Shopping"
Lough Melvin and River Drowes - Drowes Estuary,http://www.fishinginireland.info/index.htm,+353(0)719851435,-8.181053,54.497695,Donegal,Ballyshannon,Ireland,"Fishing,Angling,River,Discovery Point"
Tipperary Museum of Hidden History,https://www.hiddenhistory.ie/,353761000000,-7.6987894,52.3554209,Tipperary,Clonmel,Ireland,"Covid Safety Charter,Tracing Your Ancestors,Museums and Attraction,Tour"
Springmount Garden Centre,https://www.springmount.ie/,353539000000,-6.307027,52.628776,Wexford,Gorey,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Kinsale Museum,https://www.kinsale.ie/2010/06/11/regional-museum/,353215000000,-8.5242949,51.7062717,Cork,Kinsale,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction"
Marshall Doran Collection at Belleek Castle,https://www.belleekcastle.com/history.html,3539622400,-9.145517,54.133327,Mayo,Ballina,Ireland,"Historic Houses and Castle,Castle,Museums and Attraction,Cafe,Food and Drink,Tour"
Rock Of Dunamase,https://laois.ie/departments/heritage/laois-heritage-trail/rock-of-dunamase/?cli_action=1587132257.752,353579000000,-7.210121,53.031526,Laois,,Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Natural Landscape,Ruins"
Dhu Varren Garden,http://www.dhuvarrengarden.com,353876000000,-9.696926,52.1342514,Kerry,Milltown,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Wicklow Family History Centre,http://wicklow.rootsireland.ie/,35340420126,-6.047759,52.984197,Wicklow,,Ireland,"Tracing Your Ancestors,Museums and Attraction"
Pearse Museum and St. Enda's Park,http://pearsemuseum.ie,+353(0)14934208,-6.281587822,53.28293774,Dublin,Rathfarnham,Republic of Ireland,"Covid Safety Charter,Walking,Historic Houses and Castle,Gardens,Garden,Museums and Attraction,Public Park,Nature and Wildlife,Cafe,Food and Drink,Tour"
Red Mountain Open Farm,https://redmountainopenfarm.ie/,353420000000,-6.4615279,53.675023,Meath,,Ireland,"Agriculture,Nature and Wildlife,Horse Riding,Equestrian,Learning,Photography,Walking,Visitor Farm,Cafe,Food and Drink,Tour"
Ardgillan Demesne,http://www.facebook.com/ardgillancastle,+353(0)18492212,-6.159029692,53.58716314,Dublin,Balbriggan,Republic of Ireland,"Learning,Walking,Gardens,Garden,Historic Houses and Castle,Public Park,Nature and Wildlife,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Derryglad Folk & Heritage Museum,http://www.derrygladfolkmuseum.com,353906000000,-8.0799466,53.4656692,Roscommon,,Ireland,"Photography,Learning,Museums and Attraction"
Black Abbey,http://visitkilkenny.ie/black_abbey,,-7.257644,52.653965,Kilkenny,Kilkenny City,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Dublinia,https://www.dublinia.ie,35316794611,-6.2720614,53.343149,Dublin,Dublin,Ireland,"Covid Safety Charter,Learning,Activity Operator,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping,Tour"
St. Patrick's Cross Carndonagh,http://www.govisitinishowen.com,353749000000,-7.457603,55.128458,Donegal,Buncrana,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Creevelea Abbey,https://leitrimtourism.com/products/creevelea-abbey,,-8.3095197,54.2309773,Leitrim,,Ireland,"Walking,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle"
Kilmakilloge,,,-9.8209137,51.783048,Kerry,Kenmare,Ireland,Discovery Point
Clash Gaelic Games,http://www.clash.ie,353876000000,-6.141688518,53.43744165,Dublin,Portmarnock,Ireland,"Gaa,Learning,Activity Operator"
Hall of the Red Earl,http://www.galwaycivictrust.ie,35391564946,-9.0566677,53.2705588,Galway,,Ireland,Museums and Attraction
Claypipe Visitor Centre,http://www.oghamwish.com/index.aspx?pageid=2675925,353907000000,-8.095668,53.576378,Roscommon,Knockcroghery,Ireland,"Craft,Shopping,Museums and Attraction,Food Shops"
Augustinian Abbey Adare,http://www.ireland.anglican.org,35361396227,-8.784585,52.567928,Limerick,Adare,Republic of Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Torc Waterfall and Muckross Lake Loop,http://www.npws.ie,,-9.5042922,52.0180827,Kerry,Killarney,Ireland,"Walking,National Park,National and Forest Park"
Duckett's Grove and Walled Gardens,https://carlowtourism.com/ducketts-grove-walled-gardens-and-pleasure-grounds/,353599000000,-6.8123156,52.8572812,Carlow,,Ireland,"Gardens,Garden,Historic Houses and Castle,Museums and Attraction,Ruins"
Garter Lane Art Gallery,http://www.garterlane.ie,+353(0)51855038,-7.116447,52.262574,Waterford,Waterford City,Republic of Ireland,"Learning,Movies,Cinema,Venue,Activity Operator,Art Gallery,Music"
Firkin Crane Dance Centre,http://www.firkincrane.ie,353215000000,-8.4763208,51.9026987,Cork,,Ireland,"Learning,Historic Houses and Castle"
St. Columb's Gardens,http://www.donegalgardentrail.com/site/?page_id=2320,353749000000,-7.9031983,55.0044336,Donegal,,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden"
Oileán an Bhráighe (Island Roy View),http://www.donegalislands.com,,-7.794034,55.187395,Donegal,,Ireland,Discovery Point
Youghal Heritage Centre,https://youghal.ie/organisation/youghal-heritage-centre/,3532420170,-7.845717,51.953087,Cork,Youghal,Republic of Ireland,"Museums and Attraction,Food Shops,Shopping"
The Pavilion Garden Centre,https://www.thepavilion.ie/,353215000000,-8.463893,51.826548,Cork,Ballygarvan,Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Cafe,Food and Drink"
Kilmichael Strand,,,-6.141523234,52.73541348,Wexford,Castletown,Republic of Ireland,Beach
Mondello Park Racing Circuit,https://www.mondellopark.ie,35345860200,-6.7461111,53.2575,Kildare,Donore,Ireland,"Covid Safety Charter,Activity Operator,Adventure Park,Museums and Attraction"
Huntington Castle and Gardens,http://www.huntingtoncastle.com,353539000000,-6.6491183,52.6904384,Carlow,,Ireland,"Castle,Historic Houses and Castle,Gardens,Garden,Cafe,Food and Drink,Food Shops,Shopping"
Old Head,,,-9.7710353,53.776562,Mayo,Louisburgh,Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Discovery Point"
Hunting Brook Garden,http://www.huntingbrook.com,353873000000,-6.4874987,53.2200803,Wicklow,,Ireland,"Gardens,Garden"
Brittas Bay North Beach ,https://www.blueflag.global/show-site?siteId=6610,35340469117,-6.0638074,52.8730947,Wicklow,,Ireland,"Sailing,Activity Operator,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach"
West Cork Model Railway Village,https://www.facebook.com/WestCorkModelRailwayVillage,353239000000,-8.8822472,51.6200204,Cork,Clonakilty,Ireland,"Covid Safety Charter,Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink,Food Shops,Shopping"
Ballysaggartmore Towers,https://www.theirishplace.com/heritage/history-ballysaggartmore-towers,,-7.9631741,52.1472156,Waterford,,Ireland,"Walking,Historic Houses and Castle,Castle,Ruins"
Berkeley Forest House,http://berkeleyforesthouse.com,35351421361,-6.873299053,52.41402524,Wexford,New Ross,Republic of Ireland,"Castle,Historic Houses and Castle"
Ballyhugh Art and Culture Centre Painting,http://homepage.eircom.net/~ballyhugh,353500000000,-7.583964736,54.11607379,Cavan,Ballyconnell,Republic of Ireland,"Craft,Shopping,Learning,Art Gallery,Activity Operator"
Glanworth Castle And Dominican Friary,http://irishantiquities.bravehost.com/cork/castlelyons/castlelyons.html,,-8.354437,52.1882374,Cork,Glanworth,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Baltimore Harbour,,,-9.3745726,51.482555,Cork,Baltimore,Ireland,Embarkation Point
O'Donovan's Castle,https://www.castles.nl/castle-donovan,3532821489,-9.2827815,51.692145,Cork,,Ireland,"Castle,Historic Houses and Castle"
Liberty Tree,,+353(0)599130411,-6.929228,52.835025,Carlow,,Republic of Ireland,Public Sculpture
Blue Egg Gallery,http://www.blueegggallery.ie/,353539000000,-6.4646946,52.3393084,Wexford,,Ireland,"Craft,Shopping,Learning,Shopping Centres and Department Store,Art Gallery,Historic Houses and Castle,Activity Operator,Food Shops"
Carrigaphooca Castle,https://www.castles.nl/carrigaphooca-castle,3532620544,-9.028399,51.908549,Cork,Macroom,Republic of Ireland,"Castle,Historic Houses and Castle"
Stephen Bennett's Studio Gallery,https://stephenbennett.net/,353750000000,-8.437291,54.78503,Donegal,Ardara,Ireland,"Craft,Shopping,Art Gallery"
Christ Church - Glandore,https://www.facebook.com/christchurchglandore,3532833177,-9.1237442,51.5656831,Cork,,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Mallow Castle,https://www.castles.nl/mallow-castle,353859000000,-8.6390052,52.1338549,Cork,Mallow,Ireland,"Castle,Historic Houses and Castle"
Nore Valley Park Open Farm,http://www.norevalleypark.com/pet-farm/,353568000000,-7.194942,52.56304,Kilkenny,Bennettsbridge,Ireland,"Agriculture,Nature and Wildlife,Walking,Visitor Farm,Cafe,Food and Drink,Activity Operator"
National Botanic Gardens,http://botanicgardens.ie/,+353(0)18040300,-6.27185819,53.37265435,Dublin,Glasnevin,Republic of Ireland,"Learning,Photography,Walking,Gardens,Garden,Public Park,Nature and Wildlife,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Saint Cronan's 10th Century Church Tuamgraney,http://www.discoverloughderg.ie/tuamgraney-church,35361921351,-8.5393666,52.8966945,Clare,Tuamgraney,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Lissadell House & Gardens,http://www.lissadellhouse.com,353719000000,-8.5833421,54.3462391,Sligo,,Ireland,"Walking,Historic Houses and Castle,Gardens,Garden,Venue,Music,Cafe,Food and Drink,Tour"
Dublin Garden Trail,http://www.dublingardens.com, +353(0)12819422,-6.189413,53.298931,Dublin,Blackrock,Republic of Ireland,"Gardening,Nature and Wildlife,Gardens,Garden,Tour"
Croppies Grave,http://www.igp-web.com/Carlow/croppies_graves.htm,,-6.9391607,52.8389539,Carlow,,Ireland,Public Sculpture
Limerick City Museum,https://www.limerick.ie/limerick-museum,35361557740,-8.6287673,52.6639172,Limerick,,Ireland,"Learning,Museums and Attraction,Tour"
"Old St Mary's Church, Clonmel",https://www.stmarysparishclonmel.ie/,3530530000000,-7.7053964,52.3543347,Tipperary,Oldbridge,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Malin Head,,,-7.3733878,55.3820014,Donegal,Malin Head,Ireland,"Climbing,Activity Operator,Walking,Discovery Point"
Ballynacarriga Castle,http://www.castles.ancientireland.org/ballinacarriga/index.htm,353239000000,-9.031648,51.705571,Cork,Bandon,Ireland,"Castle,Historic Houses and Castle"
Booley Bay Beach,,,-6.904408,52.2010499,Wexford,New Ross,Ireland,"Swimming,Swimming Pools and Water Park,Venue,Beach"
Olivier Cornet Gallery,http://www.facebook.com/oliviercornet.gallery,+353(0)872887261,-6.262482547,53.35528615,Dublin,,Ireland,"Craft,Shopping,Art Gallery,Food Shops"
National College Of Art And Design,http://www.ncad.ie,+353(0)16364200,-6.253916569,53.3409606,Dublin,Dublin City Centre,Republic of Ireland,"Craft,Shopping,Learning,Photography,Activity Operator,Art Gallery,Cafe,Food and Drink"
Killahoey Beach ,https://www.blueflag.global/show-site?siteId=6585,,-7.9553654,55.1885934,Donegal,,Ireland,Beach
The National Reptile Zoo,https://www.nationalreptilezoo.ie/,353568000000,-7.2312404,52.6559279,Kilkenny,,Ireland,"Covid Safety Charter,Learning,Zoos and Aquarium,Food Shops,Shopping,Tour"
Tullamore D.E.W. Visitor Centre,https://www.tullamoredew.com,353579000000,-7.4929774,53.2777494,Offaly,Tullamore,Ireland,"Covid Safety Charter,Food and Drink,Restaurant,Museums and Attraction,Tour"
Oscar Wilde,http://www.talkingstatuesdublin.ie/statues/oscar/,,-6.250583758,53.34083824,Dublin,,Ireland,"Public Sculpture,Talking Statue,Literary Ireland"
Camden Fort Meagher,http://www.camdenfortmeagher.ie,353859000000,-8.278982,51.809545,Cork,Crosshaven,Ireland,"Learning,Historic Houses and Castle,Museums and Attraction,Cafe,Food and Drink"
Templetown  Beach ,https://www.blueflag.global/show-site?siteId=6597,353429000000,-6.1534395,53.9795749,Louth,,Ireland,"Kitesurfing,Windsurfing,Activity Operator,Photography,Learning,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Sports Venues"
Donegal Castle,http://www.heritageireland.ie/en/north-west/donegalcastle/,+353(0)749722405,-8.11090678,54.65440365,Donegal,Donegal Town,Republic of Ireland,"Historic Houses and Castle,Castle"
Limerick Printmakers,http://www.limerickprintmakers.com,35361311806,-8.6191794,52.6631362,Limerick,Limerick City,Ireland,"Craft,Shopping,Learning,Art Gallery"
Clonalis House,http://www.clonalis.com,353950000000,-8.508685,53.770136,Roscommon,Castlerea,Ireland,"Historic Houses and Castle,Museums and Attraction"
Swords Round Tower & Belfry,http://swords.dublin.anglican.org,+353(0)18956747,-6.2244591,53.4576831,Dublin,Swords,Ireland,"Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery"
Linenhall Arts Centre,http://www.thelinenhall.com,353949000000,-9.2973926,53.8580498,Mayo,Castlebar,Ireland,"Craft,Shopping,Movies,Cinema,Venue,Art Gallery,Music,Cafe,Food and Drink,Activity Operator"
Avondale Forest Park - Centenary Trail,http://www.coillteoutdoors.ie,,-6.226537734,52.916479,Wicklow,Rathdrum,Ireland,"Cycling,Walking,Forest Park,Park and Forest Walk,Natural Landscape"
Donaghpatrick Church,http://www.discoverboynevalley.ie/boyne-valley-drive/heritage-sites/donaghpatrick-church,,-6.7595492,53.6965617,Meath,,Ireland,"Church Abbey,Monastery,Churches,Abbeys and Monastery"
Bainnlann Chul na nGabhar Art Gallery,https://www.facebook.com/bainnlann/,3535841933,-7.6247721,52.0897542,Waterford,Dungarvan,Ireland,"Craft,Shopping,Art Gallery"
Curraghduff Farm,https://www.curraghduffalpacas.com/,353874000000,-9.4097531,53.4756443,Galway,Oughterard,Ireland,"Agriculture,Nature and Wildlife,Learning,Walking,Visitor Farm,Tour"
Knappogue Medieval Castle Banquet,http://www.knappoguecastle.ie/medieval-banquet/?_ga=2.37412192.1525066531.1579781977-34006099.1579781977,35366711222,-8.8319382,52.7939498,Clare,Quin,Ireland,"Food and Drink,Restaurant,Activity Operator,Castle,Historic Houses and Castle,Traditionally Irish"
Blackrock Beach,http://facebook.com/visitblackrock/,+353(0)872077193,-6.366831,53.960735,Louth,Blackrock,Ireland,"Kayaking,Activity Operator,Kitesurfing,Windsurfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Beach,Sports Venues"
EPIC The Irish Emigration Museum,http://www.epicchq.com,35319060861,-6.248111603,53.34829429,Dublin,,Ireland,"Covid Safety Charter,Learning,Tracing Your Ancestors,Museums and Attraction,Traditionally Irish,Literary Ireland,Cafe,Food and Drink,Food Shops,Shopping,Tour"
Ballynatray Gardens,http://www.ballynatray.com,3532497463,-7.887014,51.99547,Cork,Youghal,Ireland,"Walking,Gardens,Garden"
Old Mellifont Abbey,https://www.heritageireland.ie/en/midlands-eastcoast/oldmellifontabbey,353420000000,-6.465959509,53.74266351,Louth,Tullyallen,Republic of Ireland,"Photography,Learning,Walking,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Tour"
Colclough Walled  Garden,http://www.colcloughwalledgarden.com/,353833000000,-6.8425278,52.234339,Wexford,New Ross,Ireland,"Covid Safety Charter,Walking,Gardens,Garden,Cafe,Food and Drink"
Copper Coast Mini Farm,https://www.facebook.com/CopperCoastMiniFarm/,35351396870,-7.2379895,52.1598492,Waterford,,Ireland,"Walking,Visitor Farm,Venue,Sports Venues,Cafe,Food and Drink,Activity Operator"
